company,title,body,date,location,job_role,job_status,rating,work_balance,benefits,security_adv,management,culture,pros,cons
Preply,Breakfast was good,"Honestly, breakfast is the best meal of the day. But it's even better if you spell it ""bwefust"", which is not often thought about enough. Anyway, the pay was okay but the comissions are too high, and not getting paid for the first lesson is far from ideal",2023-08-17,Remote,Teacher,Former Employee,3.0,0.0,0.0,0.0,0.0,0.0,,
Preply,"Productive, fun, diverse and awesome workplace","What is the best part of working at the company? Continuation of professional development and the staff and employees are kind and helpful. What is the most stressful part about working at the company? There is minimal stress working here. What is the work environment and culture like at the company? The environment is nutures growth and development in all staff and tutors, the students are nice and the culture is diverse so there is always something new to learn and talk about. What is a typical day like for you at the company? A normal workday. Many classes to conduct based on the availability in my schedule. I am pretty much busy.",2023-08-11,"Brookline, MA",Online English Tutor,Current Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Great students,"You always get paid and the students are so great. You can get booked easily , as long as you have a nice profile and good ratings. You can make your own price",2023-07-27,Teacher,Teacher,Current Employee,4.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Flexible time.,"It's a good website for finding online language tutors, but trials lessons are not paid. The competition is so high with English teachers on the other hand the Support Team is very helpful.",2023-07-23,"Phoenix, AZ",Online English Teacher,Current Employee,4.0,5.0,3.0,5.0,4.0,5.0,flexibility,zero pay for trial lessons
Preply,Good tutor platform,A great freelance platform. Set own hours and rate. Only downside there are a lot of tutors and not enough students. Summer months are quiet especially if you teach kids.,2023-07-20,online,Freelancer,Current Employee,4.0,0.0,0.0,0.0,0.0,0.0,,
Preply,flexible,you can work whenever and wherever you want.. but getting your first student is the hardest part about it. the support team is top and the overall experience was good,2023-07-18,English Teacher,English Teacher,Current Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Meet some very interesting people,"It's a good platform to teach and learn.  As a Business English teacher, I get to meet and help so many people from so many industries. Preply is the ""Linkedin"" of language learning platforms",2023-07-07,Online,Business English teacher,Current Employee,5.0,5.0,5.0,5.0,5.0,5.0,Choose your own pricing,Nothing really
Preply,Not fun,"My advice, stay well away from this company. This company is the worst thing I have ever experienced. After 4 months I made zero. That's correct zero money.  They only sent me new students, and they take 100%. I got to the bottom of why this was happening, as some students parents told me I was so good they wanted to book the full year with me. However, they couldn't find out on the site, how to to even book me up. So, I tried. I to book for the parents. I could not.",2023-07-06,Remote,English Teacher,Former Employee,1.0,0.0,0.0,0.0,0.0,0.0,,
Preply,company has nothing to do with learning,"As a tutor, you will never ever game the system. Because the cards are stacked. Don't be lulled into thinking if you work hard and get good ratings you'll be rewarded with good placement in rankings. Preply never allows you to be rewarded. It thinks it's Youtube. And it gets away with NOT PAYING FOR TRIAL LESSONS. No other company does this. You might be a SuperTutor one day and then Preply invents a reason to drop you and you're back to having no students. No reason, despite a ton of metrics that are all invented and not backed up. There is no help for students or tutors. There are millions of ""customer support"" people who STEP IN and flitter around and do nothing. It's truly amazing how incompetent the company is.,.. but it evidently creates a patina of respectability.",2023-07-05,virtual,English Tutor,Current Employee,1.0,1.0,1.0,1.0,1.0,1.0,"Rotten to the core, but it appears legit.",
Preply,Great client market base and easy to apply teaching platform,Flexible working hours. Rates are great too depending on the amount of students you teach. Only downside is unpaid trial lessons. Teaching material provided.,2023-07-01,Remote,Tutor,Current Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Piattaforma intuitiva e possibilità di avere tanti studenti,"Insegno su Preply da ormai un anno e mi trovo molto bene. Orari flessibili e possibilità di comunicare con gli studenti H24. In più, la commissione percepita dall'app per ogni lezione è minima, quindi la consiglio",2023-06-21,Online,Teacher,Current Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Helpful and easy to use platform,"Starting working at Preply is very easy amd the courses for tutors are very helpful. Customer support is relatively good, only downsides are how competitive the work is and that the platform glitches.",2023-11-19,English Tutor,English Tutor,Current Employee,4.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Avoid if you can,"I had a horrible time as a tutor on Preply.  The company has no regard for it's tutors. Whenever there is an issues with students, the company takes the student's side without caring about the tutor's side.  Additionally, the support is slow, fragmented, and not helpful at all.  I also had a horrible experience where the company ""suspended"" my account and wouldn't allow me to withdraw my hard earned money, simply because I marketed my profile on social media and got a heavy inflow of lesson over a short time, which they said was ""suspicious"". They used this as a reason to block my account with all my money and didn't even give me the opportunity to dispute.  Altogether, I wouldn't recommend Preply to tutors. There are many other platforms that respect and treat their tutors fairly.",2023-06-17,Online,English Teacher,Former Employee,1.0,2.0,1.0,1.0,1.0,1.0,,
Preply,Flexible time,Great salary and very flexible time  The commission at first was too high for me but I've been there for 3 years and I don't have problem anymore about commission they deduc on my salary,2023-06-06,English Tutor,English Tutor,Former Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Bien,"Página bastante buena para conseguir alumnos, sin embargo en cuanto al sistema de pago deja bastante que desear, teniendo en cuenta las comisiones que cobra la página por cada clase que te pagan",2023-06-06,Online,Profesora,Former Employee,4.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Fun,It was okay. Average. If you want to apply for a part-time job you should definitely try it and make your own opinion. To be honest the commission is too high,2023-06-02,Tutor/Mentor,Tutor/Mentor,Former Employee,4.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Great way to connect to students around the world,Great way to connect to students around the world. Simple and easy. Phone app for messages and scheduling. Good tutoring platform. Fair commission and good support for tutors.,2023-05-25,Online,Tutor,Current Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
Preply,stressful but flexible,as a tutor you are able to set your own hours and this makes the job flexible however there is a lot of competition for students and it may be difficult to sustain yourself  from the income. You set your own fee.,2023-05-24,virtual,Tutor,Former Employee,4.0,4.0,4.0,2.0,3.0,3.0,flexible,competitive
Preply,Not worth it,They always take the entire fee for every first lesson with a student. You will end up doing a lot of unpaid work. Look at other platforms before this one.,2023-05-20,Remote,Tutor,Current Employee,2.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Great platform for teachers,"Preply has the best support for teachers and eveb though they take a high commission from your hourly rate, it's worth it because they do all the maintenance and provide materials. The beginning is difficult because you might not have many students, but if you have patience it will pay off.",2023-05-10,Remote,Teacher,Current Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
Preply,"A little clunky to use, but a good platform","Preply is a good platform for tutors to work with their students. It's a little clunky to use, but it has the tools you need to work with your students. There also wasn't a seemingly arbitrary hiring bar like there was for other programs - all I had to do was sign up. Finding and retaining students was up to me.",2023-04-29,Remote,Tutor,Former Employee,4.0,5.0,3.0,1.0,3.0,3.0,Flexible,The commission cut they take is a bit high
Preply,Flexible and Fun,"Preply allows flexibility in your own schedule. You may also choose your own students, which is excellent because sometimes you may not really enjoy teaching a specific age range.",2023-04-19,Remote,Tutor,Former Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
Preply,The commission is too high and I feel like an employee,"They charge the teachers for everything. Free classes, 33% commission in the beginning, even more if you be part of the abo system for students. On the same time you have to be permanently in call and respond even on weekends otherwise your profile won´t get promoted any longer. It´s a very difficult system, which shows that qualification isn´t important only hours and price.",2023-04-03,Remote,Teacher,Current Employee,2.0,1.0,2.0,2.0,2.0,1.0,flexible time and price,"commission, rules, students promotion, support center is slow, notifications for everything"
Preply,Better for student,"It is easy to work for them and they have improved over the last 3 years, but they are more for the student than the tutor. It can be hard to get lessons confirmed if student misses. Also strict on tutors showing up and penalize but do not penalize students who are no shows.",2023-03-16,Tutor,Tutor,Current Employee,3.0,0.0,0.0,0.0,0.0,0.0,,
Preply,"Fraudulent, Madoff level scheme happening","They prey on people that want to learn, and meanwhile don't pay their teachers. They extract 100% of the commission for first lesson students, which is virtually all of them. Even after that, they take most of the money for themselves. This company is an absolute dumpster fire. You can do better, do not fall for their trap.",2023-03-12,Remote,Tutor,Former Employee,1.0,1.0,1.0,1.0,1.0,1.0,Nothing at all.,Everything else
Preply,Not great for US residents,"Preply has excellent resources and works well with students from all countries. However, Preply's rate takes out way too much, so to make a decent wage in the US, you have to charge your students a crazy high number. For regular students it is impossible and feels unfair",2023-03-06,Remote,Tutor,Current Employee,2.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Preply is a horrible company!,"I have worked for Preply for more than a year. Preply is the worst employer that I have ever worked for.  As a teacher, they don't support you, they don't have the best curriculum, and they can't support the students well.  I'm appalled by the unethical and moral standards of the company! Moreover, out of necessity, I have stayed as long as I have.  Parents, don't let your children learn at Preply.  Teachers, this is the worst company to work for online!",2023-03-05,"Pittsburgh, PA",English Teacher,Former Employee,1.0,1.0,1.0,1.0,1.0,1.0,none,Everything
Preply,Productive and fun workplace,"At Preply you are your own boss because once your profile is liked or chosen by a potential student. Then you start off with a trial, do well for your trial with a student to be able to book lessons with you at your own rate, that's it. The more students you have the more money you earn.",2023-02-14,Online,English Tutor,Current Employee,5.0,5.0,4.0,4.0,5.0,5.0,,
Preply,Good place to start your esl teaching journey,"It takes a while to get your first students. You don't get paid for any trial lessons. You have to take time to work your way up in terms of earnings so don't start with charging too low, you'll be overworked. The platform's interface is great. Most students will become your long life friends.",2023-02-07,Remote,ESL Teacher,Current Employee,3.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Very low pay,"The pay is abysmal. You will have to give 100% of your money the first lesson, which means a very low wage for you. The customer service is really poor, don't expect much out of them.",2023-02-02,Online,English Teacher,Current Employee,2.0,4.0,1.0,2.0,1.0,4.0,,
Preply,Fun and flexible,The ESL career has become more saturated and cumbersome to apply to. But Preply is a competitive site to work with. Easy to apply and flexible in time. You are the boss of your own pace.,2023-01-28,English Tutor,Online ESL Tutor,Current Employee,5.0,3.0,5.0,4.0,2.0,4.0,Flexible time and fast customer/ Tech support,Client dependent
Preply,Tous les moyens sont bons pour ne pas vous payer,"Tous les moyens sont bons pour ne pas vous payer. Vous avez tort sur tous les plans. Élève absent vous avez tort, élève présent qui ne confirme pas le cours vous avez tort. Un service d'assistance qui change les règles dès qu'il veut, selon leur envie du moment. Si vous voulez courir après votre argent, allez-y sinon passez votre chemin. Tout est aussi fait pour arnaquer l'élève, abonnement incompréhensible. Tout est mal calibré sur la plateforme, pour ralentir le prof (pas de fonction ""recherche"" ou le chat prenant pratiquement la taille de l'écran.)",2023-01-26,Fle,Fle,Former Employee,1.0,1.0,1.0,1.0,1.0,1.0,Faire son planning,tout ce qui gère preply
Preply,Helpful and easy to use platform,"Starting working at Preply is very easy amd the courses for tutors are very helpful. Customer support is relatively good, only downsides are how competitive the work is and that the platform glitches.",2023-11-19,English Tutor,English Tutor,Current Employee,4.0,0.0,0.0,0.0,0.0,0.0,,
Preply,Flexible working schedule less income,"There are flexible working schedules. Work and life balance is a great but there are too many teachers hence the competition is high. There is no care for tutor everything is about students. No discipline whatsoever when it comes to cancellation, attendance and confirmation of classes. Commission is too high as a new tutor you struggle to make any money.",2023-01-23,Online,Tutor,Current Employee,2.0,5.0,1.0,1.0,1.0,3.0,No travelling expenses,"commission is too high, trial lessons are an hour long yet you the company takes everything from you ."
Preply,5 stars,"What is the best part of working at the company? It gives everybody a chance to show their hardwork and skills. What is the most stressful part about working at the company? Maintaining the statistics  What is the work environment and culture like at the company? Really good  What is a typical day like for you at the company? A typical day is not very stressful , I have a few hours to work. The rest of the day I take care of my garden. It's very easy actually",2023-01-19,"Homestead, FL",Math Tutor,Current Employee,5.0,0.0,0.0,0.0,0.0,0.0,,
